created_time,RequestID,priority,requester,category,sub_category,subject,request_status,resolved_time,resolution_hours,severity,est_per_day_cost_usd
2025-07-01 14:16:00,SR-1951405,Priority 2,Fatima Wilson,ACCOPS,Token Reset,Token Reset issue reported by Fatima Wilson,Pending,,,Critical,10000
2025-03-07 00:06:00,INC-1941179,Priority 1,Ravi Fernandes,HR,Payroll,Payroll issue reported by Ravi Fernandes,In Progress,,,Low,5000
2025-02-06 13:41:00,INC-1954930,Priority 4,Ravi Verma,ACCOPS,Token Reset,Token Reset issue reported by Ravi Verma,Pending,,,Critical,10000
2025-07-01 17:56:00,INC-1911149,Priority 3,Neha Wilson,Facilities,Cafeteria,Cafeteria issue reported by Neha Wilson,Open,,,Low,200
2025-07-02 15:09:00,SR-1929694,Priority 1,Priya Patel,LM Onboarding,Resource Extension,Resource Extension issue reported by Priya Patel,Pending,,,Medium,3000
2025-06-05 18:01:00,INC-1999650,Priority 2,Ravi Verma,Facilities,Seating,Seating issue reported by Ravi Verma,In Progress,,,Low,10000
2025-04-13 03:48:00,INC-1956390,Priority 4,Ravi Dubey,Finance,Invoice,Invoice issue reported by Ravi Dubey,In Progress,,,Medium,5000
2025-02-06 21:27:00,SR-1965442,Priority 2,Alfarhan Iyer,Finance,Expense Claim,Expense Claim issue reported by Alfarhan Iyer,Closed,2025-02-07 02:21:36,4.91,Low,200
2025-04-11 13:52:00,SR-1984413,Priority 2,Kunal Iyer,Network,Bandwidth,Bandwidth issue reported by Kunal Iyer,Closed,2025-04-12 23:42:24,33.84,Medium,200
2025-06-10 20:06:00,SR-1932655,Priority 3,Kunal Iyer,LM Onboarding,New joinee queries,New joinee queries issue reported by Kunal Iyer,Pending,,,Low,5000
2025-06-06 01:54:00,INC-1975806,Priority 1,Alfarhan Iyer,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Iyer,In Progress,,,Medium,3000
2025-02-21 21:40:00,SR-1959879,Priority 4,Priya Wilson,Network,Connectivity,Connectivity issue reported by Priya Wilson,Pending,,,High,200
2025-07-28 15:12:00,SR-1927176,Priority 1,Alfarhan Patel,HR,Compliance,Compliance issue reported by Alfarhan Patel,In Progress,,,Low,5000
2025-02-07 06:33:00,INC-1947778,Priority 1,Ravi Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Ravi Khan,Open,,,Medium,3000
2025-04-27 22:23:00,INC-1961844,Priority 3,Sadhana Iyer,IT Support,Email Access,Email Access issue reported by Sadhana Iyer,Closed,2025-05-01 02:08:00,75.75,Critical,10000
2025-04-12 03:17:00,SR-1963647,Priority 2,Priya Wilson,ACCOPS,VPN,VPN issue reported by Priya Wilson,In Progress,,,Critical,200
2025-03-30 05:44:00,INC-1946986,Priority 2,Sadhana Khan,Network,Bandwidth,Bandwidth issue reported by Sadhana Khan,Pending,,,Critical,3000
2025-07-14 21:57:00,SR-1916026,Priority 3,Sadhana Sharma,Facilities,Transport,Transport issue reported by Sadhana Sharma,Pending,,,Medium,5000
2025-03-27 03:10:00,INC-1931697,Priority 1,George Khan,Finance,Invoice,Invoice issue reported by George Khan,Open,,,High,10000
2025-04-03 13:02:00,INC-1929897,Priority 2,Kunal Iyer,IT Support,Email Access,Email Access issue reported by Kunal Iyer,In Progress,,,Low,500
2025-03-31 20:32:00,SR-1942814,Priority 4,Alfarhan Iyer,Finance,Invoice,Invoice issue reported by Alfarhan Iyer,In Progress,,,Medium,1000
2025-04-08 17:44:00,SR-1955425,Priority 4,George Khan,ACCOPS,Token Reset,Token Reset issue reported by George Khan,Closed,2025-04-09 00:27:48,6.73,Low,500
2025-05-11 12:55:00,INC-1999029,Priority 2,Fatima Iyer,ACCOPS,VPN,VPN issue reported by Fatima Iyer,Pending,,,Medium,200
2025-07-13 14:24:00,INC-1966690,Priority 1,Anjali Demilian,Facilities,Transport,Transport issue reported by Anjali Demilian,In Progress,,,Low,500
2025-05-12 18:38:00,SR-1952318,Priority 3,Fatima Verma,Network,Firewall,Firewall issue reported by Fatima Verma,In Progress,,,Medium,10000
2025-06-16 19:06:00,SR-1931104,Priority 3,Ravi Demilian,Finance,Expense Claim,Expense Claim issue reported by Ravi Demilian,Closed,2025-06-19 20:55:12,73.82,Critical,10000
2025-03-04 03:21:00,SR-1940991,Priority 4,George Verma,IT Support,Email Access,Email Access issue reported by George Verma,In Progress,,,Critical,1000
2025-02-23 06:31:00,SR-1981035,Priority 3,Fatima Demilian,Network,Connectivity,Connectivity issue reported by Fatima Demilian,Open,,,Low,1000
2025-05-22 14:42:00,SR-1932240,Priority 2,Anjali Sharma,IT Support,Email Access,Email Access issue reported by Anjali Sharma,Closed,2025-05-25 06:49:48,64.13,Critical,1000
2025-04-28 00:21:00,SR-1956465,Priority 2,Anjali Wilson,LM Onboarding,Resource Extension,Resource Extension issue reported by Anjali Wilson,Pending,,,Low,10000
2025-06-20 01:47:00,SR-1902669,Priority 1,Alfarhan Wilson,Network,Connectivity,Connectivity issue reported by Alfarhan Wilson,In Progress,,,Low,5000
2025-05-27 08:42:00,INC-1928477,Priority 1,Kunal Demilian,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Demilian,Closed,2025-05-30 05:23:24,68.69,High,5000
2025-02-18 05:11:00,INC-1987797,Priority 1,Anjali Demilian,Network,Connectivity,Connectivity issue reported by Anjali Demilian,Pending,,,High,200
2025-07-08 17:31:00,INC-1927726,Priority 2,Sadhana Khan,HR,Payroll,Payroll issue reported by Sadhana Khan,Closed,2025-07-11 00:52:36,55.36,Medium,10000
2025-02-03 13:29:00,SR-1984691,Priority 3,Alfarhan Demilian,ACCOPS,Account Access,Account Access issue reported by Alfarhan Demilian,In Progress,,,High,10000
2025-07-26 22:14:00,SR-1902665,Priority 4,Neha Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Khan,Pending,,,Critical,200
2025-07-24 09:49:00,SR-1958742,Priority 3,Anjali Fernandes,HR,Leave Policy,Leave Policy issue reported by Anjali Fernandes,Open,,,Low,3000
2025-05-31 20:54:00,INC-1929845,Priority 2,Priya Dubey,Network,Firewall,Firewall issue reported by Priya Dubey,Pending,,,Critical,500
2025-07-17 00:43:00,INC-1972903,Priority 3,Anjali Singh,Facilities,Transport,Transport issue reported by Anjali Singh,In Progress,,,High,5000
2025-04-11 18:38:00,INC-1999285,Priority 2,George Patel,IT Support,Email Access,Email Access issue reported by George Patel,Pending,,,Low,1000
2025-04-19 21:57:00,SR-1923022,Priority 2,David Patel,Facilities,Cafeteria,Cafeteria issue reported by David Patel,Pending,,,Medium,3000
2025-02-01 23:38:00,INC-1967986,Priority 2,Kunal Patel,HR,Leave Policy,Leave Policy issue reported by Kunal Patel,Open,,,Low,1000
2025-05-22 09:22:00,SR-1928090,Priority 4,Neha Fernandes,ACCOPS,VPN,VPN issue reported by Neha Fernandes,Open,,,Medium,3000
2025-06-28 12:00:00,SR-1978551,Priority 4,Anjali Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Anjali Khan,Open,,,Critical,1000
2025-07-03 01:22:00,INC-1993758,Priority 2,Alfarhan Patel,IT Support,Laptop Issue,Laptop Issue issue reported by Alfarhan Patel,Pending,,,Medium,3000
2025-02-11 03:44:00,INC-1994117,Priority 3,Neha Iyer,IT Support,Email Access,Email Access issue reported by Neha Iyer,Pending,,,High,1000
2025-02-12 15:41:00,SR-1963325,Priority 4,Neha Iyer,ACCOPS,Token Reset,Token Reset issue reported by Neha Iyer,In Progress,,,Low,10000
2025-07-10 00:57:00,INC-1912825,Priority 4,Kunal Patel,IT Support,Email Access,Email Access issue reported by Kunal Patel,Pending,,,Medium,3000
2025-02-10 10:54:00,INC-1943101,Priority 4,Priya Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Khan,Closed,2025-02-14 16:41:24,101.79,Critical,500
2025-05-25 08:23:00,INC-1959755,Priority 2,Anjali Singh,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Singh,Pending,,,Critical,10000
2025-03-28 12:33:00,INC-1916998,Priority 1,Alfarhan Singh,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Singh,Closed,2025-03-31 16:50:24,76.29,Critical,10000
2025-06-15 11:30:00,INC-1935426,Priority 1,Alfarhan Wilson,Facilities,Seating,Seating issue reported by Alfarhan Wilson,Pending,,,Critical,500
2025-02-07 15:47:00,SR-1961061,Priority 1,George Verma,IT Support,Laptop Issue,Laptop Issue issue reported by George Verma,In Progress,,,High,3000
2025-06-24 23:38:00,SR-1940615,Priority 3,Sadhana Patel,HR,Leave Policy,Leave Policy issue reported by Sadhana Patel,Open,,,Medium,1000
2025-04-09 11:11:00,SR-1943952,Priority 3,Neha Demilian,Facilities,Seating,Seating issue reported by Neha Demilian,Closed,2025-04-11 10:51:12,47.67,Critical,3000
2025-06-25 20:35:00,INC-1938655,Priority 2,Neha Verma,IT Support,Software Install,Software Install issue reported by Neha Verma,Pending,,,Low,3000
2025-04-09 14:00:00,SR-1911745,Priority 3,David Verma,HR,Payroll,Payroll issue reported by David Verma,In Progress,,,Medium,3000
2025-06-07 12:47:00,INC-1904036,Priority 4,Alfarhan Singh,LM Onboarding,Resource Extension,Resource Extension issue reported by Alfarhan Singh,In Progress,,,Medium,200
2025-03-02 22:12:00,SR-1956119,Priority 1,Anjali Singh,Finance,Invoice,Invoice issue reported by Anjali Singh,Open,,,High,1000
2025-05-20 15:30:00,INC-1953606,Priority 1,David Singh,ACCOPS,VPN,VPN issue reported by David Singh,Open,,,High,200
2025-04-11 03:51:00,INC-1903551,Priority 1,David Verma,ACCOPS,VPN,VPN issue reported by David Verma,In Progress,,,High,200
2025-02-18 13:28:00,SR-1915153,Priority 1,Anjali Iyer,LM Onboarding,Resource Extension,Resource Extension issue reported by Anjali Iyer,Open,,,Critical,1000
2025-02-23 19:47:00,SR-1951582,Priority 3,Kunal Fernandes,Finance,Expense Claim,Expense Claim issue reported by Kunal Fernandes,Pending,,,Low,5000
2025-05-01 08:14:00,SR-1973106,Priority 4,Alfarhan Verma,IT Support,Software Install,Software Install issue reported by Alfarhan Verma,In Progress,,,Low,10000
2025-04-24 06:33:00,INC-1922275,Priority 4,Neha Wilson,Network,Connectivity,Connectivity issue reported by Neha Wilson,Open,,,Critical,200
2025-02-14 04:58:00,SR-1962497,Priority 1,Kunal Wilson,IT Support,Email Access,Email Access issue reported by Kunal Wilson,Open,,,High,200
2025-04-05 02:03:00,SR-1922951,Priority 4,Ravi Khan,Facilities,Cafeteria,Cafeteria issue reported by Ravi Khan,Pending,,,High,500
2025-03-08 02:50:00,INC-1950309,Priority 4,Sadhana Verma,HR,Payroll,Payroll issue reported by Sadhana Verma,Closed,2025-03-11 03:21:12,72.52,Low,3000
2025-02-26 18:21:00,SR-1974020,Priority 4,Kunal Patel,IT Support,Email Access,Email Access issue reported by Kunal Patel,Closed,2025-02-27 18:20:24,23.99,Critical,10000
2025-06-28 22:10:00,INC-1999623,Priority 1,Fatima Khan,Finance,Invoice,Invoice issue reported by Fatima Khan,Closed,2025-07-03 09:34:36,107.41,Medium,1000
2025-02-18 11:34:00,INC-1915169,Priority 1,Sadhana Verma,Network,Bandwidth,Bandwidth issue reported by Sadhana Verma,Open,,,Critical,3000
2025-07-01 20:17:00,SR-1967555,Priority 2,Alfarhan Iyer,HR,Payroll,Payroll issue reported by Alfarhan Iyer,In Progress,,,Critical,200
2025-06-12 22:30:00,SR-1908531,Priority 2,Anjali Patel,Network,Firewall,Firewall issue reported by Anjali Patel,Closed,2025-06-17 13:37:12,111.12,Medium,200
2025-07-06 16:34:00,INC-1924964,Priority 3,Alfarhan Fernandes,IT Support,Software Install,Software Install issue reported by Alfarhan Fernandes,In Progress,,,Medium,5000
2025-07-01 05:29:00,SR-1934636,Priority 4,Fatima Dubey,LM Onboarding,New joinee queries,New joinee queries issue reported by Fatima Dubey,Open,,,Medium,500
2025-03-02 19:40:00,INC-1914627,Priority 2,George Sharma,Finance,Expense Claim,Expense Claim issue reported by George Sharma,Open,,,Medium,200
2025-04-27 12:59:00,INC-1928600,Priority 1,Sadhana Sharma,Network,Firewall,Firewall issue reported by Sadhana Sharma,Closed,2025-04-30 18:57:48,77.98,Low,3000
2025-04-09 16:40:00,INC-1974828,Priority 1,Neha Wilson,ACCOPS,Token Reset,Token Reset issue reported by Neha Wilson,Pending,,,Medium,5000
2025-06-07 23:22:00,INC-1922558,Priority 1,Fatima Verma,ACCOPS,VPN,VPN issue reported by Fatima Verma,Open,,,High,1000
2025-02-28 18:02:00,INC-1947197,Priority 4,Priya Demilian,Finance,Invoice,Invoice issue reported by Priya Demilian,In Progress,,,Critical,10000
2025-06-16 14:45:00,SR-1962557,Priority 4,Priya Sharma,Finance,Invoice,Invoice issue reported by Priya Sharma,Closed,2025-06-16 22:58:12,8.22,Medium,5000
2025-04-06 19:53:00,SR-1972263,Priority 4,Sadhana Fernandes,IT Support,Software Install,Software Install issue reported by Sadhana Fernandes,In Progress,,,Medium,1000
2025-03-24 17:59:00,SR-1968778,Priority 2,David Sharma,Network,Connectivity,Connectivity issue reported by David Sharma,Pending,,,High,500
2025-06-27 09:48:00,INC-1906730,Priority 4,Alfarhan Singh,Facilities,Seating,Seating issue reported by Alfarhan Singh,Open,,,Medium,1000
2025-07-03 21:58:00,INC-1914515,Priority 4,Sadhana Patel,Network,Bandwidth,Bandwidth issue reported by Sadhana Patel,Open,,,Low,1000
2025-04-26 01:37:00,INC-1986430,Priority 4,Neha Khan,Finance,Budget Request,Budget Request issue reported by Neha Khan,Pending,,,Medium,5000
2025-02-12 07:50:00,SR-1912948,Priority 2,Ravi Dubey,IT Support,Software Install,Software Install issue reported by Ravi Dubey,Pending,,,Critical,1000
2025-06-04 14:10:00,SR-1990394,Priority 3,David Demilian,HR,Payroll,Payroll issue reported by David Demilian,Pending,,,Medium,1000
2025-04-24 10:50:00,SR-1966220,Priority 3,Sadhana Dubey,Network,Firewall,Firewall issue reported by Sadhana Dubey,Open,,,High,10000
2025-02-18 07:11:00,SR-1999463,Priority 3,Fatima Dubey,IT Support,Email Access,Email Access issue reported by Fatima Dubey,In Progress,,,Critical,1000
2025-02-12 14:30:00,INC-1912810,Priority 1,Priya Fernandes,Finance,Invoice,Invoice issue reported by Priya Fernandes,Pending,,,Low,1000
2025-02-22 11:26:00,INC-1910334,Priority 1,Anjali Iyer,Facilities,Transport,Transport issue reported by Anjali Iyer,Open,,,Critical,200
2025-04-05 02:32:00,SR-1940661,Priority 3,Neha Singh,ACCOPS,Token Reset,Token Reset issue reported by Neha Singh,Open,,,Critical,200
2025-03-14 23:54:00,INC-1982035,Priority 2,George Iyer,Finance,Expense Claim,Expense Claim issue reported by George Iyer,Closed,2025-03-16 06:24:36,30.51,High,3000
2025-03-21 12:06:00,INC-1989727,Priority 3,Neha Verma,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Verma,Open,,,Medium,3000
2025-03-20 07:47:00,SR-1919719,Priority 3,Alfarhan Patel,IT Support,Laptop Issue,Laptop Issue issue reported by Alfarhan Patel,Open,,,Low,200
2025-02-24 00:09:00,INC-1902510,Priority 4,Priya Verma,IT Support,Laptop Issue,Laptop Issue issue reported by Priya Verma,Closed,2025-02-25 10:45:00,34.6,Critical,3000
2025-03-09 12:26:00,INC-1997237,Priority 3,Kunal Patel,HR,Payroll,Payroll issue reported by Kunal Patel,Open,,,Medium,5000
2025-04-28 03:42:00,INC-1987735,Priority 2,Alfarhan Iyer,LM Onboarding,New joinee queries,New joinee queries issue reported by Alfarhan Iyer,Pending,,,Critical,1000
2025-05-08 04:10:00,INC-1953824,Priority 2,David Demilian,ACCOPS,Account Access,Account Access issue reported by David Demilian,In Progress,,,Critical,10000
2025-05-26 09:41:00,SR-1934480,Priority 4,Anjali Singh,IT Support,Software Install,Software Install issue reported by Anjali Singh,In Progress,,,Critical,200
2025-04-13 00:59:00,INC-1990428,Priority 2,Kunal Dubey,LM Onboarding,Resource Extension,Resource Extension issue reported by Kunal Dubey,In Progress,,,Medium,3000
2025-03-11 20:35:00,INC-1953138,Priority 1,Priya Singh,Finance,Invoice,Invoice issue reported by Priya Singh,Pending,,,Critical,5000
2025-07-27 11:03:00,SR-1942504,Priority 2,Fatima Singh,IT Support,Email Access,Email Access issue reported by Fatima Singh,Open,,,High,200
2025-05-09 07:48:00,SR-1987766,Priority 4,Ravi Dubey,Finance,Budget Request,Budget Request issue reported by Ravi Dubey,In Progress,,,Low,1000
2025-02-27 17:49:00,SR-1982195,Priority 2,Sadhana Patel,IT Support,Software Install,Software Install issue reported by Sadhana Patel,Closed,2025-02-28 04:05:48,10.28,Critical,10000
2025-07-27 04:50:00,SR-1995502,Priority 3,Neha Demilian,IT Support,Laptop Issue,Laptop Issue issue reported by Neha Demilian,Closed,2025-07-28 18:47:36,37.96,Critical,3000
2025-02-17 07:45:00,INC-1900549,Priority 3,Alfarhan Khan,IT Support,Email Access,Email Access issue reported by Alfarhan Khan,In Progress,,,Medium,10000
2025-04-14 02:35:00,SR-1921662,Priority 1,Kunal Wilson,IT Support,Software Install,Software Install issue reported by Kunal Wilson,Open,,,High,10000
2025-02-01 14:17:00,SR-1917030,Priority 4,Neha Wilson,Facilities,Seating,Seating issue reported by Neha Wilson,Pending,,,Medium,1000
2025-04-16 13:18:00,SR-1999854,Priority 4,Priya Patel,Network,Bandwidth,Bandwidth issue reported by Priya Patel,Closed,2025-04-19 21:12:00,79.9,Critical,1000
2025-03-04 12:22:00,INC-1985664,Priority 1,Kunal Demilian,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Demilian,Pending,,,Low,1000
2025-06-04 10:51:00,SR-1913888,Priority 4,Priya Sharma,ACCOPS,Token Reset,Token Reset issue reported by Priya Sharma,Closed,2025-06-08 02:20:24,87.49,High,3000
2025-04-18 20:13:00,SR-1998764,Priority 2,Fatima Singh,Network,Connectivity,Connectivity issue reported by Fatima Singh,Closed,2025-04-22 10:24:24,86.19,High,200
2025-07-27 23:33:00,SR-1951987,Priority 4,Sadhana Demilian,ACCOPS,VPN,VPN issue reported by Sadhana Demilian,Open,,,High,1000
2025-02-03 10:56:00,SR-1932884,Priority 4,Alfarhan Iyer,IT Support,Email Access,Email Access issue reported by Alfarhan Iyer,Closed,2025-02-03 21:32:00,10.6,Low,10000
2025-03-24 00:52:00,INC-1926803,Priority 4,Ravi Fernandes,HR,Compliance,Compliance issue reported by Ravi Fernandes,Closed,2025-03-26 09:27:24,56.59,High,5000
2025-07-20 13:01:00,SR-1942222,Priority 4,Anjali Iyer,HR,Compliance,Compliance issue reported by Anjali Iyer,Open,,,High,1000
2025-03-07 18:00:00,INC-1960044,Priority 1,Alfarhan Verma,IT Support,Software Install,Software Install issue reported by Alfarhan Verma,Open,,,Low,5000
2025-06-26 01:22:00,INC-1978716,Priority 4,Alfarhan Sharma,Network,Bandwidth,Bandwidth issue reported by Alfarhan Sharma,Open,,,High,200
2025-05-29 12:07:00,SR-1986506,Priority 4,Priya Wilson,ACCOPS,Account Access,Account Access issue reported by Priya Wilson,Open,,,Critical,1000
2025-02-20 00:34:00,SR-1929112,Priority 1,Priya Demilian,ACCOPS,Token Reset,Token Reset issue reported by Priya Demilian,In Progress,,,High,1000
2025-06-06 09:56:00,SR-1975953,Priority 3,Sadhana Khan,ACCOPS,Token Reset,Token Reset issue reported by Sadhana Khan,Closed,2025-06-09 07:12:12,69.27,Medium,200
2025-06-30 13:41:00,INC-1959470,Priority 4,Ravi Singh,Facilities,Cafeteria,Cafeteria issue reported by Ravi Singh,Open,,,Low,10000
2025-03-29 03:02:00,SR-1917599,Priority 3,Neha Dubey,ACCOPS,VPN,VPN issue reported by Neha Dubey,Pending,,,Low,500
2025-06-15 13:03:00,SR-1959286,Priority 1,Neha Patel,Network,Bandwidth,Bandwidth issue reported by Neha Patel,Closed,2025-06-20 07:00:36,113.96,Low,200
2025-05-18 06:52:00,INC-1914829,Priority 1,Sadhana Singh,Facilities,Seating,Seating issue reported by Sadhana Singh,Pending,,,Medium,3000
2025-07-27 03:51:00,SR-1997401,Priority 4,Fatima Verma,HR,Compliance,Compliance issue reported by Fatima Verma,Closed,2025-07-28 01:55:48,22.08,Critical,5000
2025-05-07 10:34:00,SR-1988627,Priority 4,Sadhana Dubey,Facilities,Seating,Seating issue reported by Sadhana Dubey,In Progress,,,Low,500
